uid,file,id,label,field,status,source,current
dbt:Text.dbt:5266:_BUILDING_Iron_POOL_+2:chinese,Text.dbt,5266,_BUILDING_Iron_POOL_+2,chinese,译文为空,,
dbt:Text.dbt:5267:_BUILDING_Iron_POOL_+3:chinese,Text.dbt,5267,_BUILDING_Iron_POOL_+3,chinese,译文为空,,
dbt:Text.dbt:5268:_BUILDING_Iron_POOL_+4:chinese,Text.dbt,5268,_BUILDING_Iron_POOL_+4,chinese,译文为空,,
dbt:Text.dbt:5269:_BUILDING_Iron_POOL_+5:chinese,Text.dbt,5269,_BUILDING_Iron_POOL_+5,chinese,译文为空,,
dbt:Text.dbt:5270:_BUILDING_Iron_POOL_+6:chinese,Text.dbt,5270,_BUILDING_Iron_POOL_+6,chinese,译文为空,,
dbt:Text.dbt:5271:_BUILDING_Iron_POOL_+7:chinese,Text.dbt,5271,_BUILDING_Iron_POOL_+7,chinese,译文为空,,
dbt:Text.dbt:5272:_BUILDING_Iron_POOL_+8:chinese,Text.dbt,5272,_BUILDING_Iron_POOL_+8,chinese,译文为空,,
dbt:Text.dbt:5273:_BUILDING_Iron_POOL_+9:chinese,Text.dbt,5273,_BUILDING_Iron_POOL_+9,chinese,译文为空,,
dbt:Text.dbt:5274:_BUILDING_Iron_POOL_+10:chinese,Text.dbt,5274,_BUILDING_Iron_POOL_+10,chinese,译文为空,,
dbt:Text.dbt:5275:_BUILDING_Iron_POOL_+11:chinese,Text.dbt,5275,_BUILDING_Iron_POOL_+11,chinese,译文为空,,
dbt:Text.dbt:5279:_BUILDING_Silver_POOL_+0:chinese,Text.dbt,5279,_BUILDING_Silver_POOL_+0,chinese,译文为空,,
dbt:Text.dbt:5280:_BUILDING_Silver_POOL_+1:chinese,Text.dbt,5280,_BUILDING_Silver_POOL_+1,chinese,译文为空,,
dbt:Text.dbt:5281:_BUILDING_Silver_POOL_+2:chinese,Text.dbt,5281,_BUILDING_Silver_POOL_+2,chinese,译文为空,,
dbt:Text.dbt:5282:_BUILDING_Silver_POOL_+3:chinese,Text.dbt,5282,_BUILDING_Silver_POOL_+3,chinese,译文为空,,
dbt:Text.dbt:5283:_BUILDING_Silver_POOL_+4:chinese,Text.dbt,5283,_BUILDING_Silver_POOL_+4,chinese,译文为空,,
dbt:Text.dbt:5284:_BUILDING_Silver_POOL_+5:chinese,Text.dbt,5284,_BUILDING_Silver_POOL_+5,chinese,译文为空,,
dbt:Text.dbt:5285:_BUILDING_Silver_POOL_+6:chinese,Text.dbt,5285,_BUILDING_Silver_POOL_+6,chinese,译文为空,,
dbt:Text.dbt:5286:_BUILDING_Silver_POOL_+7:chinese,Text.dbt,5286,_BUILDING_Silver_POOL_+7,chinese,译文为空,,
dbt:Text.dbt:5287:_BUILDING_Silver_POOL_+8:chinese,Text.dbt,5287,_BUILDING_Silver_POOL_+8,chinese,译文为空,,
dbt:Text.dbt:5288:_BUILDING_Silver_POOL_+9:chinese,Text.dbt,5288,_BUILDING_Silver_POOL_+9,chinese,译文为空,,
dbt:Text.dbt:5289:_BUILDING_Silver_POOL_+10:chinese,Text.dbt,5289,_BUILDING_Silver_POOL_+10,chinese,译文为空,,
dbt:Text.dbt:5290:_BUILDING_Silver_POOL_+11:chinese,Text.dbt,5290,_BUILDING_Silver_POOL_+11,chinese,译文为空,,
dbt:Text.dbt:5294:_BUILDING_Gold_POOL_+0:chinese,Text.dbt,5294,_BUILDING_Gold_POOL_+0,chinese,译文为空,,
dbt:Text.dbt:5295:_BUILDING_Gold_POOL_+1:chinese,Text.dbt,5295,_BUILDING_Gold_POOL_+1,chinese,译文为空,,
dbt:Text.dbt:5296:_BUILDING_Gold_POOL_+2:chinese,Text.dbt,5296,_BUILDING_Gold_POOL_+2,chinese,译文为空,,
dbt:Text.dbt:5297:_BUILDING_Gold_POOL_+3:chinese,Text.dbt,5297,_BUILDING_Gold_POOL_+3,chinese,译文为空,,
dbt:Text.dbt:5298:_BUILDING_Gold_POOL_+4:chinese,Text.dbt,5298,_BUILDING_Gold_POOL_+4,chinese,译文为空,,
dbt:Text.dbt:5299:_BUILDING_Gold_POOL_+5:chinese,Text.dbt,5299,_BUILDING_Gold_POOL_+5,chinese,译文为空,,
dbt:Text.dbt:5300:_BUILDING_Gold_POOL_+6:chinese,Text.dbt,5300,_BUILDING_Gold_POOL_+6,chinese,译文为空,,
dbt:Text.dbt:5301:_BUILDING_Gold_POOL_+7:chinese,Text.dbt,5301,_BUILDING_Gold_POOL_+7,chinese,译文为空,,
dbt:Text.dbt:5302:_BUILDING_Gold_POOL_+8:chinese,Text.dbt,5302,_BUILDING_Gold_POOL_+8,chinese,译文为空,,
dbt:Text.dbt:5303:_BUILDING_Gold_POOL_+9:chinese,Text.dbt,5303,_BUILDING_Gold_POOL_+9,chinese,译文为空,,
dbt:Text.dbt:5304:_BUILDING_Gold_POOL_+10:chinese,Text.dbt,5304,_BUILDING_Gold_POOL_+10,chinese,译文为空,,
dbt:Text.dbt:5305:_BUILDING_Gold_POOL_+11:chinese,Text.dbt,5305,_BUILDING_Gold_POOL_+11,chinese,译文为空,,
dbt:Text.dbt:5309:_BUILDING_Gemstone_POOL_+0:chinese,Text.dbt,5309,_BUILDING_Gemstone_POOL_+0,chinese,译文为空,,
dbt:Text.dbt:5310:_BUILDING_Gemstone_POOL_+1:chinese,Text.dbt,5310,_BUILDING_Gemstone_POOL_+1,chinese,译文为空,,
dbt:Text.dbt:5311:_BUILDING_Gemstone_POOL_+2:chinese,Text.dbt,5311,_BUILDING_Gemstone_POOL_+2,chinese,译文为空,,
dbt:Text.dbt:5312:_BUILDING_Gemstone_POOL_+3:chinese,Text.dbt,5312,_BUILDING_Gemstone_POOL_+3,chinese,译文为空,,
dbt:Text.dbt:5313:_BUILDING_Gemstone_POOL_+4:chinese,Text.dbt,5313,_BUILDING_Gemstone_POOL_+4,chinese,译文为空,,
dbt:Text.dbt:5314:_BUILDING_Gemstone_POOL_+5:chinese,Text.dbt,5314,_BUILDING_Gemstone_POOL_+5,chinese,译文为空,,
dbt:Text.dbt:5315:_BUILDING_Gemstone_POOL_+6:chinese,Text.dbt,5315,_BUILDING_Gemstone_POOL_+6,chinese,译文为空,,
dbt:Text.dbt:5316:_BUILDING_Gemstone_POOL_+7:chinese,Text.dbt,5316,_BUILDING_Gemstone_POOL_+7,chinese,译文为空,,
dbt:Text.dbt:5317:_BUILDING_Gemstone_POOL_+8:chinese,Text.dbt,5317,_BUILDING_Gemstone_POOL_+8,chinese,译文为空,,
dbt:Text.dbt:5318:_BUILDING_Gemstone_POOL_+9:chinese,Text.dbt,5318,_BUILDING_Gemstone_POOL_+9,chinese,译文为空,,
dbt:Text.dbt:5319:_BUILDING_Gemstone_POOL_+10:chinese,Text.dbt,5319,_BUILDING_Gemstone_POOL_+10,chinese,译文为空,,
dbt:Text.dbt:5320:_BUILDING_Gemstone_POOL_+11:chinese,Text.dbt,5320,_BUILDING_Gemstone_POOL_+11,chinese,译文为空,,
dbt:Text.dbt:5324:_BUILDING_Barley1_POOL_+0:chinese,Text.dbt,5324,_BUILDING_Barley1_POOL_+0,chinese,译文为空,,
dbt:Text.dbt:5325:_BUILDING_Barley1_POOL_+1:chinese,Text.dbt,5325,_BUILDING_Barley1_POOL_+1,chinese,译文为空,,
dbt:Text.dbt:5326:_BUILDING_Barley1_POOL_+2:chinese,Text.dbt,5326,_BUILDING_Barley1_POOL_+2,chinese,译文为空,,
dbt:Text.dbt:5327:_BUILDING_Barley1_POOL_+3:chinese,Text.dbt,5327,_BUILDING_Barley1_POOL_+3,chinese,译文为空,,
dbt:Text.dbt:5328:_BUILDING_Barley1_POOL_+4:chinese,Text.dbt,5328,_BUILDING_Barley1_POOL_+4,chinese,译文为空,,
dbt:Text.dbt:5329:_BUILDING_Barley1_POOL_+5:chinese,Text.dbt,5329,_BUILDING_Barley1_POOL_+5,chinese,译文为空,,
dbt:Text.dbt:5330:_BUILDING_Barley1_POOL_+6:chinese,Text.dbt,5330,_BUILDING_Barley1_POOL_+6,chinese,译文为空,,
dbt:Text.dbt:5331:_BUILDING_Barley1_POOL_+7:chinese,Text.dbt,5331,_BUILDING_Barley1_POOL_+7,chinese,译文为空,,
dbt:Text.dbt:5332:_BUILDING_Barley1_POOL_+8:chinese,Text.dbt,5332,_BUILDING_Barley1_POOL_+8,chinese,译文为空,,
dbt:Text.dbt:5333:_BUILDING_Barley1_POOL_+9:chinese,Text.dbt,5333,_BUILDING_Barley1_POOL_+9,chinese,译文为空,,
dbt:Text.dbt:5334:_BUILDING_Barley1_POOL_+10:chinese,Text.dbt,5334,_BUILDING_Barley1_POOL_+10,chinese,译文为空,,
dbt:Text.dbt:5335:_BUILDING_Barley1_POOL_+11:chinese,Text.dbt,5335,_BUILDING_Barley1_POOL_+11,chinese,译文为空,,
dbt:Text.dbt:5339:_BUILDING_Wheat1_POOL_+0:chinese,Text.dbt,5339,_BUILDING_Wheat1_POOL_+0,chinese,译文为空,,
dbt:Text.dbt:5340:_BUILDING_Wheat1_POOL_+1:chinese,Text.dbt,5340,_BUILDING_Wheat1_POOL_+1,chinese,译文为空,,
dbt:Text.dbt:5341:_BUILDING_Wheat1_POOL_+2:chinese,Text.dbt,5341,_BUILDING_Wheat1_POOL_+2,chinese,译文为空,,
dbt:Text.dbt:5342:_BUILDING_Wheat1_POOL_+3:chinese,Text.dbt,5342,_BUILDING_Wheat1_POOL_+3,chinese,译文为空,,
dbt:Text.dbt:5343:_BUILDING_Wheat1_POOL_+4:chinese,Text.dbt,5343,_BUILDING_Wheat1_POOL_+4,chinese,译文为空,,
dbt:Text.dbt:5344:_BUILDING_Wheat1_POOL_+5:chinese,Text.dbt,5344,_BUILDING_Wheat1_POOL_+5,chinese,译文为空,,
dbt:Text.dbt:5345:_BUILDING_Wheat1_POOL_+6:chinese,Text.dbt,5345,_BUILDING_Wheat1_POOL_+6,chinese,译文为空,,
dbt:Text.dbt:5346:_BUILDING_Wheat1_POOL_+7:chinese,Text.dbt,5346,_BUILDING_Wheat1_POOL_+7,chinese,译文为空,,
dbt:Text.dbt:5347:_BUILDING_Wheat1_POOL_+8:chinese,Text.dbt,5347,_BUILDING_Wheat1_POOL_+8,chinese,译文为空,,
dbt:Text.dbt:5348:_BUILDING_Wheat1_POOL_+9:chinese,Text.dbt,5348,_BUILDING_Wheat1_POOL_+9,chinese,译文为空,,
dbt:Text.dbt:5349:_BUILDING_Wheat1_POOL_+10:chinese,Text.dbt,5349,_BUILDING_Wheat1_POOL_+10,chinese,译文为空,,
dbt:Text.dbt:5350:_BUILDING_Wheat1_POOL_+11:chinese,Text.dbt,5350,_BUILDING_Wheat1_POOL_+11,chinese,译文为空,,
dbt:Text.dbt:5354:_BUILDING_SugarBeet1_POOL_+0:chinese,Text.dbt,5354,_BUILDING_SugarBeet1_POOL_+0,chinese,译文为空,,
dbt:Text.dbt:5355:_BUILDING_SugarBeet1_POOL_+1:chinese,Text.dbt,5355,_BUILDING_SugarBeet1_POOL_+1,chinese,译文为空,,
dbt:Text.dbt:5356:_BUILDING_SugarBeet1_POOL_+2:chinese,Text.dbt,5356,_BUILDING_SugarBeet1_POOL_+2,chinese,译文为空,,
dbt:Text.dbt:5357:_BUILDING_SugarBeet1_POOL_+3:chinese,Text.dbt,5357,_BUILDING_SugarBeet1_POOL_+3,chinese,译文为空,,
dbt:Text.dbt:5358:_BUILDING_SugarBeet1_POOL_+4:chinese,Text.dbt,5358,_BUILDING_SugarBeet1_POOL_+4,chinese,译文为空,,
dbt:Text.dbt:5359:_BUILDING_SugarBeet1_POOL_+5:chinese,Text.dbt,5359,_BUILDING_SugarBeet1_POOL_+5,chinese,译文为空,,
dbt:Text.dbt:5360:_BUILDING_SugarBeet1_POOL_+6:chinese,Text.dbt,5360,_BUILDING_SugarBeet1_POOL_+6,chinese,译文为空,,
dbt:Text.dbt:5361:_BUILDING_SugarBeet1_POOL_+7:chinese,Text.dbt,5361,_BUILDING_SugarBeet1_POOL_+7,chinese,译文为空,,
dbt:Text.dbt:5362:_BUILDING_SugarBeet1_POOL_+8:chinese,Text.dbt,5362,_BUILDING_SugarBeet1_POOL_+8,chinese,译文为空,,
dbt:Text.dbt:5363:_BUILDING_SugarBeet1_POOL_+9:chinese,Text.dbt,5363,_BUILDING_SugarBeet1_POOL_+9,chinese,译文为空,,
dbt:Text.dbt:5364:_BUILDING_SugarBeet1_POOL_+10:chinese,Text.dbt,5364,_BUILDING_SugarBeet1_POOL_+10,chinese,译文为空,,
dbt:Text.dbt:5365:_BUILDING_SugarBeet1_POOL_+11:chinese,Text.dbt,5365,_BUILDING_SugarBeet1_POOL_+11,chinese,译文为空,,
dbt:Text.dbt:5369:_BUILDING_Oakwood_POOL_+0:chinese,Text.dbt,5369,_BUILDING_Oakwood_POOL_+0,chinese,译文为空,,
dbt:Text.dbt:5370:_BUILDING_Oakwood_POOL_+1:chinese,Text.dbt,5370,_BUILDING_Oakwood_POOL_+1,chinese,译文为空,,
dbt:Text.dbt:5371:_BUILDING_Oakwood_POOL_+2:chinese,Text.dbt,5371,_BUILDING_Oakwood_POOL_+2,chinese,译文为空,,
dbt:Text.dbt:5372:_BUILDING_Oakwood_POOL_+3:chinese,Text.dbt,5372,_BUILDING_Oakwood_POOL_+3,chinese,译文为空,,
dbt:Text.dbt:5373:_BUILDING_Oakwood_POOL_+4:chinese,Text.dbt,5373,_BUILDING_Oakwood_POOL_+4,chinese,译文为空,,
dbt:Text.dbt:5374:_BUILDING_Oakwood_POOL_+5:chinese,Text.dbt,5374,_BUILDING_Oakwood_POOL_+5,chinese,译文为空,,
dbt:Text.dbt:5375:_BUILDING_Oakwood_POOL_+6:chinese,Text.dbt,5375,_BUILDING_Oakwood_POOL_+6,chinese,译文为空,,
dbt:Text.dbt:5376:_BUILDING_Oakwood_POOL_+7:chinese,Text.dbt,5376,_BUILDING_Oakwood_POOL_+7,chinese,译文为空,,
dbt:Text.dbt:5377:_BUILDING_Oakwood_POOL_+8:chinese,Text.dbt,5377,_BUILDING_Oakwood_POOL_+8,chinese,译文为空,,
dbt:Text.dbt:5378:_BUILDING_Oakwood_POOL_+9:chinese,Text.dbt,5378,_BUILDING_Oakwood_POOL_+9,chinese,译文为空,,
dbt:Text.dbt:5379:_BUILDING_Oakwood_POOL_+10:chinese,Text.dbt,5379,_BUILDING_Oakwood_POOL_+10,chinese,译文为空,,
dbt:Text.dbt:5380:_BUILDING_Oakwood_POOL_+11:chinese,Text.dbt,5380,_BUILDING_Oakwood_POOL_+11,chinese,译文为空,,
dbt:Text.dbt:5384:_BUILDING_Pinewood_POOL_+0:chinese,Text.dbt,5384,_BUILDING_Pinewood_POOL_+0,chinese,译文为空,,
dbt:Text.dbt:5385:_BUILDING_Pinewood_POOL_+1:chinese,Text.dbt,5385,_BUILDING_Pinewood_POOL_+1,chinese,译文为空,,
dbt:Text.dbt:5386:_BUILDING_Pinewood_POOL_+2:chinese,Text.dbt,5386,_BUILDING_Pinewood_POOL_+2,chinese,译文为空,,
dbt:Text.dbt:5387:_BUILDING_Pinewood_POOL_+3:chinese,Text.dbt,5387,_BUILDING_Pinewood_POOL_+3,chinese,译文为空,,
dbt:Text.dbt:5388:_BUILDING_Pinewood_POOL_+4:chinese,Text.dbt,5388,_BUILDING_Pinewood_POOL_+4,chinese,译文为空,,
dbt:Text.dbt:5389:_BUILDING_Pinewood_POOL_+5:chinese,Text.dbt,5389,_BUILDING_Pinewood_POOL_+5,chinese,译文为空,,
dbt:Text.dbt:5390:_BUILDING_Pinewood_POOL_+6:chinese,Text.dbt,5390,_BUILDING_Pinewood_POOL_+6,chinese,译文为空,,
dbt:Text.dbt:5391:_BUILDING_Pinewood_POOL_+7:chinese,Text.dbt,5391,_BUILDING_Pinewood_POOL_+7,chinese,译文为空,,
dbt:Text.dbt:5392:_BUILDING_Pinewood_POOL_+8:chinese,Text.dbt,5392,_BUILDING_Pinewood_POOL_+8,chinese,译文为空,,
dbt:Text.dbt:5393:_BUILDING_Pinewood_POOL_+9:chinese,Text.dbt,5393,_BUILDING_Pinewood_POOL_+9,chinese,译文为空,,
dbt:Text.dbt:5394:_BUILDING_Pinewood_POOL_+10:chinese,Text.dbt,5394,_BUILDING_Pinewood_POOL_+10,chinese,译文为空,,
dbt:Text.dbt:5395:_BUILDING_Pinewood_POOL_+11:chinese,Text.dbt,5395,_BUILDING_Pinewood_POOL_+11,chinese,译文为空,,
dbt:Text.dbt:5809:_BUILDING_Barley2_POOL_+0:chinese,Text.dbt,5809,_BUILDING_Barley2_POOL_+0,chinese,译文为空,,
dbt:Text.dbt:5810:_BUILDING_Barley2_POOL_+1:chinese,Text.dbt,5810,_BUILDING_Barley2_POOL_+1,chinese,译文为空,,
dbt:Text.dbt:5811:_BUILDING_Barley2_POOL_+2:chinese,Text.dbt,5811,_BUILDING_Barley2_POOL_+2,chinese,译文为空,,
dbt:Text.dbt:5812:_BUILDING_Barley2_POOL_+3:chinese,Text.dbt,5812,_BUILDING_Barley2_POOL_+3,chinese,译文为空,,
dbt:Text.dbt:5813:_BUILDING_Barley2_POOL_+4:chinese,Text.dbt,5813,_BUILDING_Barley2_POOL_+4,chinese,译文为空,,
dbt:Text.dbt:5814:_BUILDING_Barley2_POOL_+5:chinese,Text.dbt,5814,_BUILDING_Barley2_POOL_+5,chinese,译文为空,,
dbt:Text.dbt:5815:_BUILDING_Barley2_POOL_+6:chinese,Text.dbt,5815,_BUILDING_Barley2_POOL_+6,chinese,译文为空,,
dbt:Text.dbt:5816:_BUILDING_Barley2_POOL_+7:chinese,Text.dbt,5816,_BUILDING_Barley2_POOL_+7,chinese,译文为空,,
dbt:Text.dbt:5817:_BUILDING_Barley2_POOL_+8:chinese,Text.dbt,5817,_BUILDING_Barley2_POOL_+8,chinese,译文为空,,
dbt:Text.dbt:5818:_BUILDING_Barley2_POOL_+9:chinese,Text.dbt,5818,_BUILDING_Barley2_POOL_+9,chinese,译文为空,,
dbt:Text.dbt:5819:_BUILDING_Barley2_POOL_+10:chinese,Text.dbt,5819,_BUILDING_Barley2_POOL_+10,chinese,译文为空,,
dbt:Text.dbt:5820:_BUILDING_Barley2_POOL_+11:chinese,Text.dbt,5820,_BUILDING_Barley2_POOL_+11,chinese,译文为空,,
dbt:Text.dbt:5824:_BUILDING_Barley3_POOL_+0:chinese,Text.dbt,5824,_BUILDING_Barley3_POOL_+0,chinese,译文为空,,
dbt:Text.dbt:5825:_BUILDING_Barley3_POOL_+1:chinese,Text.dbt,5825,_BUILDING_Barley3_POOL_+1,chinese,译文为空,,
dbt:Text.dbt:5826:_BUILDING_Barley3_POOL_+2:chinese,Text.dbt,5826,_BUILDING_Barley3_POOL_+2,chinese,译文为空,,
dbt:Text.dbt:5827:_BUILDING_Barley3_POOL_+3:chinese,Text.dbt,5827,_BUILDING_Barley3_POOL_+3,chinese,译文为空,,
dbt:Text.dbt:5828:_BUILDING_Barley3_POOL_+4:chinese,Text.dbt,5828,_BUILDING_Barley3_POOL_+4,chinese,译文为空,,
dbt:Text.dbt:5829:_BUILDING_Barley3_POOL_+5:chinese,Text.dbt,5829,_BUILDING_Barley3_POOL_+5,chinese,译文为空,,
dbt:Text.dbt:5830:_BUILDING_Barley3_POOL_+6:chinese,Text.dbt,5830,_BUILDING_Barley3_POOL_+6,chinese,译文为空,,
dbt:Text.dbt:5831:_BUILDING_Barley3_POOL_+7:chinese,Text.dbt,5831,_BUILDING_Barley3_POOL_+7,chinese,译文为空,,
dbt:Text.dbt:5832:_BUILDING_Barley3_POOL_+8:chinese,Text.dbt,5832,_BUILDING_Barley3_POOL_+8,chinese,译文为空,,
dbt:Text.dbt:5833:_BUILDING_Barley3_POOL_+9:chinese,Text.dbt,5833,_BUILDING_Barley3_POOL_+9,chinese,译文为空,,
dbt:Text.dbt:5834:_BUILDING_Barley3_POOL_+10:chinese,Text.dbt,5834,_BUILDING_Barley3_POOL_+10,chinese,译文为空,,
dbt:Text.dbt:5835:_BUILDING_Barley3_POOL_+11:chinese,Text.dbt,5835,_BUILDING_Barley3_POOL_+11,chinese,译文为空,,
dbt:Text.dbt:5839:_BUILDING_Wheat2_POOL_+0:chinese,Text.dbt,5839,_BUILDING_Wheat2_POOL_+0,chinese,译文为空,,
dbt:Text.dbt:5840:_BUILDING_Wheat2_POOL_+1:chinese,Text.dbt,5840,_BUILDING_Wheat2_POOL_+1,chinese,译文为空,,
dbt:Text.dbt:5841:_BUILDING_Wheat2_POOL_+2:chinese,Text.dbt,5841,_BUILDING_Wheat2_POOL_+2,chinese,译文为空,,
dbt:Text.dbt:5842:_BUILDING_Wheat2_POOL_+3:chinese,Text.dbt,5842,_BUILDING_Wheat2_POOL_+3,chinese,译文为空,,
dbt:Text.dbt:5843:_BUILDING_Wheat2_POOL_+4:chinese,Text.dbt,5843,_BUILDING_Wheat2_POOL_+4,chinese,译文为空,,
dbt:Text.dbt:5844:_BUILDING_Wheat2_POOL_+5:chinese,Text.dbt,5844,_BUILDING_Wheat2_POOL_+5,chinese,译文为空,,
dbt:Text.dbt:5845:_BUILDING_Wheat2_POOL_+6:chinese,Text.dbt,5845,_BUILDING_Wheat2_POOL_+6,chinese,译文为空,,
dbt:Text.dbt:5846:_BUILDING_Wheat2_POOL_+7:chinese,Text.dbt,5846,_BUILDING_Wheat2_POOL_+7,chinese,译文为空,,
dbt:Text.dbt:5847:_BUILDING_Wheat2_POOL_+8:chinese,Text.dbt,5847,_BUILDING_Wheat2_POOL_+8,chinese,译文为空,,
dbt:Text.dbt:5848:_BUILDING_Wheat2_POOL_+9:chinese,Text.dbt,5848,_BUILDING_Wheat2_POOL_+9,chinese,译文为空,,
dbt:Text.dbt:5849:_BUILDING_Wheat2_POOL_+10:chinese,Text.dbt,5849,_BUILDING_Wheat2_POOL_+10,chinese,译文为空,,
dbt:Text.dbt:5850:_BUILDING_Wheat2_POOL_+11:chinese,Text.dbt,5850,_BUILDING_Wheat2_POOL_+11,chinese,译文为空,,
dbt:Text.dbt:5854:_BUILDING_Wheat3_POOL_+0:chinese,Text.dbt,5854,_BUILDING_Wheat3_POOL_+0,chinese,译文为空,,
dbt:Text.dbt:5855:_BUILDING_Wheat3_POOL_+1:chinese,Text.dbt,5855,_BUILDING_Wheat3_POOL_+1,chinese,译文为空,,
dbt:Text.dbt:5856:_BUILDING_Wheat3_POOL_+2:chinese,Text.dbt,5856,_BUILDING_Wheat3_POOL_+2,chinese,译文为空,,
dbt:Text.dbt:5857:_BUILDING_Wheat3_POOL_+3:chinese,Text.dbt,5857,_BUILDING_Wheat3_POOL_+3,chinese,译文为空,,
dbt:Text.dbt:5858:_BUILDING_Wheat3_POOL_+4:chinese,Text.dbt,5858,_BUILDING_Wheat3_POOL_+4,chinese,译文为空,,
dbt:Text.dbt:5859:_BUILDING_Wheat3_POOL_+5:chinese,Text.dbt,5859,_BUILDING_Wheat3_POOL_+5,chinese,译文为空,,
dbt:Text.dbt:5860:_BUILDING_Wheat3_POOL_+6:chinese,Text.dbt,5860,_BUILDING_Wheat3_POOL_+6,chinese,译文为空,,
dbt:Text.dbt:5861:_BUILDING_Wheat3_POOL_+7:chinese,Text.dbt,5861,_BUILDING_Wheat3_POOL_+7,chinese,译文为空,,
dbt:Text.dbt:5862:_BUILDING_Wheat3_POOL_+8:chinese,Text.dbt,5862,_BUILDING_Wheat3_POOL_+8,chinese,译文为空,,
dbt:Text.dbt:5863:_BUILDING_Wheat3_POOL_+9:chinese,Text.dbt,5863,_BUILDING_Wheat3_POOL_+9,chinese,译文为空,,
dbt:Text.dbt:5864:_BUILDING_Wheat3_POOL_+10:chinese,Text.dbt,5864,_BUILDING_Wheat3_POOL_+10,chinese,译文为空,,
dbt:Text.dbt:5865:_BUILDING_Wheat3_POOL_+11:chinese,Text.dbt,5865,_BUILDING_Wheat3_POOL_+11,chinese,译文为空,,
dbt:Text.dbt:5869:_BUILDING_SugarBeet2_POOL_+0:chinese,Text.dbt,5869,_BUILDING_SugarBeet2_POOL_+0,chinese,译文为空,,
dbt:Text.dbt:5870:_BUILDING_SugarBeet2_POOL_+1:chinese,Text.dbt,5870,_BUILDING_SugarBeet2_POOL_+1,chinese,译文为空,,
dbt:Text.dbt:5871:_BUILDING_SugarBeet2_POOL_+2:chinese,Text.dbt,5871,_BUILDING_SugarBeet2_POOL_+2,chinese,译文为空,,
dbt:Text.dbt:5872:_BUILDING_SugarBeet2_POOL_+3:chinese,Text.dbt,5872,_BUILDING_SugarBeet2_POOL_+3,chinese,译文为空,,
dbt:Text.dbt:5873:_BUILDING_SugarBeet2_POOL_+4:chinese,Text.dbt,5873,_BUILDING_SugarBeet2_POOL_+4,chinese,译文为空,,
dbt:Text.dbt:5874:_BUILDING_SugarBeet2_POOL_+5:chinese,Text.dbt,5874,_BUILDING_SugarBeet2_POOL_+5,chinese,译文为空,,
dbt:Text.dbt:5875:_BUILDING_SugarBeet2_POOL_+6:chinese,Text.dbt,5875,_BUILDING_SugarBeet2_POOL_+6,chinese,译文为空,,
dbt:Text.dbt:5876:_BUILDING_SugarBeet2_POOL_+7:chinese,Text.dbt,5876,_BUILDING_SugarBeet2_POOL_+7,chinese,译文为空,,
dbt:Text.dbt:5877:_BUILDING_SugarBeet2_POOL_+8:chinese,Text.dbt,5877,_BUILDING_SugarBeet2_POOL_+8,chinese,译文为空,,
dbt:Text.dbt:5878:_BUILDING_SugarBeet2_POOL_+9:chinese,Text.dbt,5878,_BUILDING_SugarBeet2_POOL_+9,chinese,译文为空,,
dbt:Text.dbt:5879:_BUILDING_SugarBeet2_POOL_+10:chinese,Text.dbt,5879,_BUILDING_SugarBeet2_POOL_+10,chinese,译文为空,,
dbt:Text.dbt:5880:_BUILDING_SugarBeet2_POOL_+11:chinese,Text.dbt,5880,_BUILDING_SugarBeet2_POOL_+11,chinese,译文为空,,
dbt:Text.dbt:5884:_BUILDING_SugarBeet3_POOL_+0:chinese,Text.dbt,5884,_BUILDING_SugarBeet3_POOL_+0,chinese,译文为空,,
dbt:Text.dbt:5885:_BUILDING_SugarBeet3_POOL_+1:chinese,Text.dbt,5885,_BUILDING_SugarBeet3_POOL_+1,chinese,译文为空,,
dbt:Text.dbt:5886:_BUILDING_SugarBeet3_POOL_+2:chinese,Text.dbt,5886,_BUILDING_SugarBeet3_POOL_+2,chinese,译文为空,,
dbt:Text.dbt:5887:_BUILDING_SugarBeet3_POOL_+3:chinese,Text.dbt,5887,_BUILDING_SugarBeet3_POOL_+3,chinese,译文为空,,
dbt:Text.dbt:5888:_BUILDING_SugarBeet3_POOL_+4:chinese,Text.dbt,5888,_BUILDING_SugarBeet3_POOL_+4,chinese,译文为空,,
dbt:Text.dbt:5889:_BUILDING_SugarBeet3_POOL_+5:chinese,Text.dbt,5889,_BUILDING_SugarBeet3_POOL_+5,chinese,译文为空,,
dbt:Text.dbt:5890:_BUILDING_SugarBeet3_POOL_+6:chinese,Text.dbt,5890,_BUILDING_SugarBeet3_POOL_+6,chinese,译文为空,,
dbt:Text.dbt:5891:_BUILDING_SugarBeet3_POOL_+7:chinese,Text.dbt,5891,_BUILDING_SugarBeet3_POOL_+7,chinese,译文为空,,
dbt:Text.dbt:5892:_BUILDING_SugarBeet3_POOL_+8:chinese,Text.dbt,5892,_BUILDING_SugarBeet3_POOL_+8,chinese,译文为空,,
dbt:Text.dbt:5893:_BUILDING_SugarBeet3_POOL_+9:chinese,Text.dbt,5893,_BUILDING_SugarBeet3_POOL_+9,chinese,译文为空,,
dbt:Text.dbt:5894:_BUILDING_SugarBeet3_POOL_+10:chinese,Text.dbt,5894,_BUILDING_SugarBeet3_POOL_+10,chinese,译文为空,,
